RECORDING_SESSION_LABEL	TRIAL_INDEX	DATA_FILE	EYE_REPORTED	EYE_TRACKED	GROUPING_VARIABLES	IA_AREA	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME_%	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION_%	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_LAUNCH_X	IA_FIRST_RUN_LAUNCH_Y	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION_%	IA_FIXATION_COUNT	IA_FSA_COUNT_21	IA_FSA_COUNT_22	IA_FSA_COUNT_23	IA_FSA_COUNT_24	IA_FSA_DURATION_21	IA_FSA_DURATION_22	IA_FSA_DURATION_23	IA_FSA_DURATION_24	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LAST_FIXATION_DURATION	IA_LAST_FIXATION_RUN	IA_LAST_FIXATION_TIME	IA_LAST_FIXATION_X	IA_LAST_FIXATION_Y	IA_LAST_RUN_DWELL_TIME	IA_LAST_RUN_END_TIME	IA_LAST_RUN_FIXATION_%	IA_LAST_RUN_FIXATION_COUNT	IA_LAST_RUN_LANDING_POSITION	IA_LAST_RUN_LAUNCH_SITE	IA_LAST_RUN_LAUNCH_X	IA_LAST_RUN_LAUNCH_Y	IA_LAST_RUN_START_TIME	IA_LAST_SACCADE_AMPLITUDE	IA_LAST_SACCADE_ANGLE	IA_LAST_SACCADE_END_TIME	IA_LAST_SACCADE_INDEX	IA_LAST_SACCADE_START_TIME	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_REGRESSION_PATH_DURATION	IA_RIGHT	IA_RUN_COUNT	IA_SECOND_FIXATION_DURATION	IA_SECOND_FIXATION_RUN	IA_SECOND_FIXATION_TIME	IA_SECOND_FIXATION_X	IA_SECOND_FIXATION_Y	IA_SECOND_RUN_DWELL_TIME	IA_SECOND_RUN_END_TIME	IA_SECOND_RUN_FIXATION_%	IA_SECOND_RUN_FIXATION_COUNT	IA_SECOND_RUN_LANDING_POSITION	IA_SECOND_RUN_LAUNCH_SITE	IA_SECOND_RUN_LAUNCH_X	IA_SECOND_RUN_LAUNCH_Y	IA_SECOND_RUN_START_TIME	IA_SELECTIVE_REGRESSION_PATH_DURATION	IA_SKIP	IA_SPILLOVER	IA_START_TIME	IA_THIRD_FIXATION_DURATION	IA_THIRD_FIXATION_RUN	IA_THIRD_FIXATION_TIME	IA_THIRD_FIXATION_X	IA_THIRD_FIXATION_Y	IA_THIRD_RUN_DWELL_TIME	IA_THIRD_RUN_END_TIME	IA_THIRD_RUN_FIXATION_%	IA_THIRD_RUN_FIXATION_COUNT	IA_THIRD_RUN_LANDING_POSITION	IA_THIRD_RUN_LAUNCH_SITE	IA_THIRD_RUN_LAUNCH_X	IA_THIRD_RUN_LAUNCH_Y	IA_THIRD_RUN_START_TIME	IA_TOP	IA_TYPE	INTEREST_AREA_FIXATION_SEQUENCE	IP_END_EVENT_MATCHED	IP_END_TIME	IP_INDEX	IP_LABEL	IP_START_EVENT_MATCHED	IP_START_TIME	REPORTING_METHOD	SAMPLING_RATE	TIME_SCALE	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_START_TIME	TRIAL_TOTAL_VISITED_IA_COUNT	AG_Audio_LIST	AG_Loc	AG_VIDEO	Drift_Check	Session_Name_	Trial_Index_	Trial_Recycled_	actor	bg_code	bg_name	block	calibration	condition	frame_rate	object	object_outcome	object_pos	object_pos_outcome	outcome	position	session	session_type	split_by	subject	subject_session	test_phase	trial_overall	trial_w_session	video_file_cue	video_file_outcome
Alaska_1	2	Alaska_1.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	23	.	actor_right	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1250	0	0	.	.	.	.	.	.	.	.	.	.	1800	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 24, 0, 22, 24, 0, 22, 24]	true	866653	1	first_video	true	850746	Fixations	1000.00	IP Relative	15333.00	14	4	Trial: 2	849307	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	2	False	A2	(255, 255, 255, 255)	white	0	w_cuckoo64.mp4	NCOM	12	OBJ-18	OBJ-18	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-PRETEST	2	2	FIRST-PRETEST_A2_NCOM_UNTEN_LINKS_OBJ-18.mp4	OUTCOME_OBJ-18_UNTEN.mp4
Alaska_1	2	Alaska_1.edf	RIGHT	Right	actor	418000.00	5175.46	1080	11474	0.7483	false	.	329	3	.	.	2	432	0	587.00	651.20	1	3179	3655	0.2143	3	467.00	-903.40	1023.40	707.90	432	5.44	169.40	431	2	391	0.3571	5	0	0	0	2	0	0	0	2850	.	24	.	actor_left	5834	3	10073	439.40	596.40	5834	15907	0.0714	1	319.40	-842.80	962.80	863.30	10073	9.45	150.15	10072	13	10014	120	0	0	5358.90	5009.50	.	0	0	0	0	0	0	14599	670	3	1559	1	787	363.70	581.10	2461	8779	0.0714	1	244.20	-823.40	943.40	809.20	6319	11474	0	.	.	1291	1	2365	327.50	452.20	5834	15907	0.0714	1	319.40	-842.80	962.80	863.30	10073	320	RECTANGLE	[0, 24, 0, 22, 24, 0, 22, 24]	true	866653	1	first_video	true	850746	Fixations	1000.00	IP Relative	15333.00	14	4	Trial: 2	849307	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	2	False	A2	(255, 255, 255, 255)	white	0	w_cuckoo64.mp4	NCOM	12	OBJ-18	OBJ-18	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-PRETEST	2	2	FIRST-PRETEST_A2_NCOM_UNTEN_LINKS_OBJ-18.mp4	OUTCOME_OBJ-18_UNTEN.mp4
Alaska_1	2	Alaska_1.edf	RIGHT	Right	actor	122500.00	.	355	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	21	.	upper_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[0, 24, 0]	true	885707	2	outcome_video	true	871008	Fixations	1000.00	IP Relative	13825.00	25	4	Trial: 2	849307	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	2	False	A2	(255, 255, 255, 255)	white	0	w_cuckoo64.mp4	NCOM	12	OBJ-18	OBJ-18	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-PRETEST	2	2	FIRST-PRETEST_A2_NCOM_UNTEN_LINKS_OBJ-18.mp4	OUTCOME_OBJ-18_UNTEN.mp4
Alaska_1	2	Alaska_1.edf	RIGHT	Right	actor	122500.00	.	1075	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	22	.	lower_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[0, 24, 0]	true	885707	2	outcome_video	true	871008	Fixations	1000.00	IP Relative	13825.00	25	4	Trial: 2	849307	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	2	False	A2	(255, 255, 255, 255)	white	0	w_cuckoo64.mp4	NCOM	12	OBJ-18	OBJ-18	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-PRETEST	2	2	FIRST-PRETEST_A2_NCOM_UNTEN_LINKS_OBJ-18.mp4	OUTCOME_OBJ-18_UNTEN.mp4
Alaska_1	2	Alaska_1.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	23	.	actor_right	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1250	0	0	.	.	.	.	.	.	.	.	.	.	1800	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 24, 0]	true	885707	2	outcome_video	true	871008	Fixations	1000.00	IP Relative	13825.00	25	4	Trial: 2	849307	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	2	False	A2	(255, 255, 255, 255)	white	0	w_cuckoo64.mp4	NCOM	12	OBJ-18	OBJ-18	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-PRETEST	2	2	FIRST-PRETEST_A2_NCOM_UNTEN_LINKS_OBJ-18.mp4	OUTCOME_OBJ-18_UNTEN.mp4
Alaska_1	2	Alaska_1.edf	RIGHT	Right	actor	418000.00	5684.63	1080	1497	0.1083	false	.	67	8	.	.	2	3117	0	546.10	533.70	1	1497	4782	0.1200	3	426.10	-849.80	969.80	645.00	3117	6.54	160.09	3116	8	3039	0.1200	3	0	0	0	2	0	0	0	1430	.	24	.	actor_left	873	1	3910	172.50	723.20	1497	4782	0.1200	3	426.10	-849.80	969.80	645.00	3117	5.91	178.41	3909	10	3761	120	0	0	5872.10	5383.10	.	0	0	0	0	0	0	1497	670	1	557	1	3204	524.30	739.30	.	.	.	.	.	.	.	.	.	1497	0	.	.	873	1	3910	172.50	723.20	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 24, 0]	true	885707	2	outcome_video	true	871008	Fixations	1000.00	IP Relative	13825.00	25	4	Trial: 2	849307	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	2	False	A2	(255, 255, 255, 255)	white	0	w_cuckoo64.mp4	NCOM	12	OBJ-18	OBJ-18	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-PRETEST	2	2	FIRST-PRETEST_A2_NCOM_UNTEN_LINKS_OBJ-18.mp4	OUTCOME_OBJ-18_UNTEN.mp4
Alaska_1	3	Alaska_1.edf	RIGHT	Right	actor	122500.00	.	355	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	21	.	upper_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[0, 24, 0, 24, 0, 23, 0]	true	908200	1	first_video	true	892311	Fixations	1000.00	IP Relative	14580.00	15	4	Trial: 3	891064	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	3	False	A1	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-10	OBJ-10	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-TEST	1	1	FIRST-TEST_A1_NCOM_UNTEN_LINKS_OBJ-10.mp4	OUTCOME_OBJ-10_UNTEN.mp4
Alaska_1	3	Alaska_1.edf	RIGHT	Right	actor	122500.00	.	1075	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	22	.	lower_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[0, 24, 0, 24, 0, 23, 0]	true	908200	1	first_video	true	892311	Fixations	1000.00	IP Relative	14580.00	15	4	Trial: 3	891064	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	3	False	A1	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-10	OBJ-10	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-TEST	1	1	FIRST-TEST_A1_NCOM_UNTEN_LINKS_OBJ-10.mp4	OUTCOME_OBJ-10_UNTEN.mp4
Alaska_1	3	Alaska_1.edf	RIGHT	Right	actor	418000.00	5580.90	1080	249	0.0171	false	.	249	14	.	[24]	6	14007	1	1522.80	682.90	0	249	14255	0.0667	1	272.80	198.00	1052.00	521.90	14007	8.34	-24.26	14006	13	13888	0.0667	1	0	0	0	0	0	0	0	0	.	23	.	actor_right	249	1	14007	1522.80	682.90	249	14255	0.0667	1	272.80	198.00	1052.00	521.90	14007	8.34	-24.26	14006	13	13888	1250	0	0	5580.90	5580.90	.	0	0	0	0	0	0	249	1800	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	249	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 24, 0, 24, 0, 23, 0]	true	908200	1	first_video	true	892311	Fixations	1000.00	IP Relative	14580.00	15	4	Trial: 3	891064	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	3	False	A1	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-10	OBJ-10	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-TEST	1	1	FIRST-TEST_A1_NCOM_UNTEN_LINKS_OBJ-10.mp4	OUTCOME_OBJ-10_UNTEN.mp4
Alaska_1	3	Alaska_1.edf	RIGHT	Right	actor	418000.00	5372.03	1080	11465	0.7864	false	.	1934	2	.	.	2	398	0	495.80	588.60	1	3681	4099	0.1333	2	375.80	-886.70	1006.70	646.70	398	7.34	173.24	397	1	290	0.4667	7	0	0	0	5	0	0	0	6914	.	24	.	actor_left	4500	2	8574	430.80	489.20	7784	13073	0.3333	5	307.70	-750.30	870.30	634.10	4693	1.22	103.30	8573	9	8550	120	0	0	5959.40	4625.30	.	0	0	0	0	0	0	11714	670	2	1747	1	2353	391.40	510.70	7784	13073	0.3333	5	307.70	-750.30	870.30	634.10	4693	11465	0	.	.	2617	2	4693	427.70	548.80	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 24, 0, 24, 0, 23, 0]	true	908200	1	first_video	true	892311	Fixations	1000.00	IP Relative	14580.00	15	4	Trial: 3	891064	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	3	False	A1	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-10	OBJ-10	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-TEST	1	1	FIRST-TEST_A1_NCOM_UNTEN_LINKS_OBJ-10.mp4	OUTCOME_OBJ-10_UNTEN.mp4
Alaska_1	3	Alaska_1.edf	RIGHT	Right	actor	122500.00	.	355	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	21	.	upper_object	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	785	0	0	.	.	.	.	.	.	.	.	.	.	1135	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[0, 22, 0, 22, 0, 22, 0, 22]	true	927266	2	outcome_video	true	912566	Fixations	1000.00	IP Relative	12356.00	42	4	Trial: 3	891064	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	3	False	A1	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-10	OBJ-10	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-TEST	1	1	FIRST-TEST_A1_NCOM_UNTEN_LINKS_OBJ-10.mp4	OUTCOME_OBJ-10_UNTEN.mp4
Alaska_1	3	Alaska_1.edf	RIGHT	Right	actor	122500.00	6225.33	1075	1734	0.1403	false	.	570	18	.	.	2	7124	0	972.50	732.00	1	570	7693	0.0238	1	187.50	33.70	751.30	690.20	7124	2.77	-20.02	7123	17	7090	0.2143	9	0	5	0	0	0	907	0	0	.	22	.	lower_object	146	4	14554	882.70	737.80	185	14700	0.0476	2	111.20	-105.40	890.40	571.00	14493	0.08	-120.20	14553	41	14532	785	0	0	7265.20	5826.80	.	0	0	0	0	0	0	1734	1135	4	192	2	8370	1045.20	824.50	904	9533	0.0952	4	260.20	-198.10	983.10	558.80	8370	1734	0	.	.	156	2	8607	1111.50	798.20	75	13033	0.0476	2	121.90	-98.50	883.50	566.20	12938	725	RECTANGLE	[0, 22, 0, 22, 0, 22, 0, 22]	true	927266	2	outcome_video	true	912566	Fixations	1000.00	IP Relative	12356.00	42	4	Trial: 3	891064	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	3	False	A1	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-10	OBJ-10	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-TEST	1	1	FIRST-TEST_A1_NCOM_UNTEN_LINKS_OBJ-10.mp4	OUTCOME_OBJ-10_UNTEN.mp4
Alaska_1	3	Alaska_1.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	23	.	actor_right	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1250	0	0	.	.	.	.	.	.	.	.	.	.	1800	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 22, 0, 22, 0, 22, 0, 22]	true	927266	2	outcome_video	true	912566	Fixations	1000.00	IP Relative	12356.00	42	4	Trial: 3	891064	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	3	False	A1	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-10	OBJ-10	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-TEST	1	1	FIRST-TEST_A1_NCOM_UNTEN_LINKS_OBJ-10.mp4	OUTCOME_OBJ-10_UNTEN.mp4
Alaska_1	3	Alaska_1.edf	RIGHT	Right	actor	418000.00	.	1080	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	0	0	0	0	.	24	.	actor_left	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	120	0	0	.	.	.	.	.	.	.	.	.	.	670	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[0, 22, 0, 22, 0, 22, 0, 22]	true	927266	2	outcome_video	true	912566	Fixations	1000.00	IP Relative	12356.00	42	4	Trial: 3	891064	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	3	False	A1	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	NCOM	12	OBJ-10	OBJ-10	down	down	NO	left	1	1	[2, 3]	subj.10	subj.10_1	FIRST-TEST	1	1	FIRST-TEST_A1_NCOM_UNTEN_LINKS_OBJ-10.mp4	OUTCOME_OBJ-10_UNTEN.mp4
Alaska_1	4	Alaska_1.edf	RIGHT	Right	actor	122500.00	4004.30	355	947	0.0703	false	.	109	11	.	[24, 23, 22]	8	13162	3	917.40	239.30	0	947	14136	0.1538	2	132.40	-447.90	1232.90	482.90	13162	7.02	129.85	13161	10	13102	0.1538	2	1	0	1	0	838	0	1682	0	.	21	.	upper_object	838	1	13299	850.60	85.00	947	14136	0.1538	2	132.40	-447.90	1232.90	482.90	13162	2.37	100.15	13298	11	13271	785	0	0	4109.40	3899.20	.	0	0	0	0	0	0	947	1135	1	838	1	13299	850.60	85.00	.	.	.	.	.	.	.	.	.	947	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	5	RECTANGLE	[22, 23, 0, 23, 0, 24, 0, 21, 23]	true	946722	1	first_video	true	930849	Fixations	1000.00	IP Relative	13477.00	13	4	Trial: 4	930239	4	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	4	False	A1	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	COM	12	OBJ-2	OBJ-2	up	up	NO	right	1	1	[2, 3]	subj.10	subj.10_1	FIRST-TEST	2	2	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-2.mp4	OUTCOME_OBJ-2_OBEN.mp4
Alaska_1	4	Alaska_1.edf	RIGHT	Right	actor	122500.00	5235.30	1075	268	0.0199	false	.	268	1	.	.	1	0	0	993.60	772.50	1	268	267	0.0769	1	208.60	.	.	.	0	.	.	.	.	.	0.0769	1	0	0	1	0	0	0	358	0	.	22	.	lower_object	268	1	0	993.60	772.50	268	267	0.0769	1	208.60	.	.	.	0	.	.	.	.	.	785	0	0	5235.30	5235.30	.	0	0	0	0	0	0	268	1135	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	268	0	358	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	725	RECTANGLE	[22, 23, 0, 23, 0, 24, 0, 21, 23]	true	946722	1	first_video	true	930849	Fixations	1000.00	IP Relative	13477.00	13	4	Trial: 4	930239	4	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	4	False	A1	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	COM	12	OBJ-2	OBJ-2	up	up	NO	right	1	1	[2, 3]	subj.10	subj.10_1	FIRST-TEST	2	2	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-2.mp4	OUTCOME_OBJ-2_OBEN.mp4
Alaska_1	4	Alaska_1.edf	RIGHT	Right	actor	418000.00	4612.66	1080	7303	0.5419	false	.	358	2	22	[22]	2	322	1	1406.70	561.40	1	4410	5494	0.2308	3	156.70	256.40	993.60	772.50	322	7.22	32.42	321	1	268	0.3846	5	0	0	2	0	0	0	4052	0	.	23	.	actor_right	1682	3	14191	1448.10	422.60	1682	15873	0.0769	1	198.10	399.40	850.60	85.00	14191	12.09	-40.25	14190	12	14137	1250	1	1	4909.20	4352.40	.	0	0	0	0	0	0	5621	1800	3	2491	1	705	1588.00	511.70	1211	9589	0.0769	1	106.90	519.40	730.60	508.40	8379	5621	0	849	.	1561	1	3934	1468.40	550.30	1682	15873	0.0769	1	198.10	399.40	850.60	85.00	14191	320	RECTANGLE	[22, 23, 0, 23, 0, 24, 0, 21, 23]	true	946722	1	first_video	true	930849	Fixations	1000.00	IP Relative	13477.00	13	4	Trial: 4	930239	4	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	4	False	A1	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	COM	12	OBJ-2	OBJ-2	up	up	NO	right	1	1	[2, 3]	subj.10	subj.10_1	FIRST-TEST	2	2	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-2.mp4	OUTCOME_OBJ-2_OBEN.mp4
Alaska_1	4	Alaska_1.edf	RIGHT	Right	actor	418000.00	5312.30	1080	849	0.0630	false	.	849	9	.	[23, 22]	6	11781	2	409.80	534.90	1	849	12629	0.0769	1	289.80	-613.70	733.70	543.70	11781	5.66	176.15	11780	8	11637	0.0769	1	0	0	0	0	0	0	0	0	.	24	.	actor_left	849	1	11781	409.80	534.90	849	12629	0.0769	1	289.80	-613.70	733.70	543.70	11781	5.66	176.15	11780	8	11637	120	1	0	5312.30	5312.30	.	0	0	0	0	0	0	3478	670	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	849	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	320	RECTANGLE	[22, 23, 0, 23, 0, 24, 0, 21, 23]	true	946722	1	first_video	true	930849	Fixations	1000.00	IP Relative	13477.00	13	4	Trial: 4	930239	4	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	Alaska_1	4	False	A1	(255, 255, 255, 255)	white	1	w_cuckoo64.mp4	COM	12	OBJ-2	OBJ-2	up	up	NO	right	1	1	[2, 3]	subj.10	subj.10_1	FIRST-TEST	2	2	FIRST-TEST_A1_COM_OBEN_RECHTS_OBJ-2.mp4	OUTCOME_OBJ-2_OBEN.mp4
